name,description,category1,brand,price,images
"Stoneridge","And it is the allure of these exotic destinations that has inspired Belgotex Floors to create Stoneridge, a range of beautiful textured loop pile carpets that bring the world into your home. Stoneridge is a hardwearing, practical choice in floorcovering that is easy to clean and maintain. Choose African Smoke, Asian Jute, Egyptian Tweed, Greek Pottery, Italian Honey, Moroccan Berber, Romanian Arch, Spanish Guitar or Turkish Cotton, and add excitement and character to your bedrooms, lounges, dining areas and passageways.If you love a global look, or you’re just a wandering spirit seeking to bring the spirit of travel adventure into your home, look no further than Belgotex Floors’ Stoneridge range. We can show you the world.SilverCare™ is a long-lasting protection system, with a base of non-toxic, hypoallergenic silver ions.","carpets","Belgotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/TURKISH-COTTON_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AFRICAN-SMOKE_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/TURKISH-COTTON_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/SPANISH-GUITAR_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/ROMANIAN-ARCH_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/MORROCAN-BERBER_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/ITALIAN-HONEY_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/GREEK-POTTERY_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/EGYPTIAN-TWEED_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/ASIAN-JUTE_594x594.png | "
"Super Tweed II","Super Tweed II is a high-quality, durable collection of carpets. This range is perfect for most home, and office, flooring solutions. There are a variety of natural colours that are perfect for high traffic areas.","carpets","Constantia","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/install63.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/steel.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/springbok.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/sandstone.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/fudge.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/basalt.jpg | "
"Superweave","Tufted on the only machine of its kind in Africa, Superweave is a unique product specifically aimed at the discerning décor fraternity. Superweave complements the latest trends in furnishings and fabrics with its sophisticated ‘woven’ look and contemporary colour range. Engineered to provide outstanding performance in heavy-residential installations, this dense, loop pile product highlights accent colours and creates a warm, relaxing ambience in any environment.SilverCare™ is a long-lasting protection system, with a base of non-toxic, hypoallergenic silver ions.","carpets","Belgotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Sago_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Muslin_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Mood_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Moonwalk_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Jaquard_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Gravel_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Claret_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Cinnabon_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Brandy_756x756.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Superweave-Autumn_756x756.jpg | "
"Tibet","Tufted and carefully looped to add serenity and comfort to your home, Tibet is suitable for heavy residential application and comes in broadloom.","carpets","Van Dyck","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/tibet-installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/thai.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/nepal.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/monk.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/llama.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/kenzo.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/dinu.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/fila.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/hepeel.jpg | "
"Tiffany","Tiffany is the perfect high traffic, low maintenance solution. This durable and versatile carpet is a definite winner for any active family.","carpets","The Pinnacle Collection","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/01/Tiffany-Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/01/Yale.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/01/Princeton.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/01/Harvard.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/01/Cornell.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/01/Columbia.jpg | "
"Timeless","Because we know there is so much value in things that are timeless, and because we believe in enduring quality products, Belgotex Floors has created the Timeless range of carpets, a multilevel loop product that is environmentally friendly, comfortable, healthy and easy to maintain. Timeless is durable and will retain its good looks in busy areas of your home, like children’s bedrooms and playrooms. In addition to these incredible attributes, this amazing carpet range is offered in a variety of exciting colour blends that will be music to your ears.There’s a saying that goes, ‘One old song. A thousand old memories.’ And when you choose Belgotex Floors Timeless carpet range for your home, you’re also choosing some beautiful new emories that one day will become your amazing, nostalgic past.","carpets","Belgotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Hey-Jude_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Night-Fever_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Hey-Jude_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Dancing-Queen_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Words_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Redemption_594x594.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Superstition_594x594.png | "
"Top Berber","Top Berber is a highly-durable carpet which comes with a powerful and effective stain protection. This allows a little more time for those unexpected, accidental spills to be mopped up!  Comfortable yet practical, Top Berber is a definite must for any modern family.","carpets","Constantia","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/top-berber.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/sphinx8.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/marakesh2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/kashmir3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/giza.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/fez.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/dakar2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/cairo.jpg | "
"Top Style","Top Style is the perfect high traffic, low maintenance solution. This durable and versatile carpet is a definite winner for any active family. This range comes with a high stain resistance shield, which protects the floor, for years to come.","carpets","Constantia","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/top-style.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Diesel.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Chanel.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Cardin.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Valentino.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Tiffany.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Panache.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Montana.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Iceberg.jpg | "
"Vogue","Belgotex Carpets, the world leaders in floor innovation, opens a bold new world of intensified colours in the latest, superior SDX “soft” fibre technology. Radically distinctive and without equal, VOGUE is an upmarket, luxurious, deep-pile carpet, offering the interior decorator or homeowner unsurpassed colour choice and quality with the indulgence of super soft underfoot comfort.SilverCare™ is a long-lasting protection system, with a base of non-toxic, hypoallergenic silver ions.SDX Soft™ yarn combines the superior performance characteristics of stain-proof SDX with unbelievable softness.","carpets","Belgotex","4","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-lounge-low-res.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-antonio.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-ricci.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-polo.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-pierre.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-nina.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-lacoste.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-calvin-klein.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-carlo.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-dolce.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-gabbana.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-guess.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-karan.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-armani.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-barocco.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/vogue-boss.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Bulgari.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Paris.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Poeme.jpg | "
"Weavecraft","Weave Craft is carefully looped together with a two-colour combination to create a warm, homely feel.","carpets","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/weavecraft-installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Sandalwood-600.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Malita-600.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Kivel-600.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Fenner-600.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Fawn-600.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Canvas-600.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Camel-600.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Bisque-600.jpg | "
"Weavers Choice","Belgotex Floorcoverings introduces WEAVERS CHOICE, a heavy commercial product that is available in a range of natural colourways. Chunky, traditional and expertly constructed, the look of Weavers Choice is charmingly rustic as it is commanding. Given the harmonious blend of rich colours and intriguing peppercorn texture, it’s no wonder Weavers Choice holds instant appeal to those who appreciate timeless craftsmanship and quality.","carpets","Belgotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/install.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/cyrus.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/oasis.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/tribal.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/sphinx.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/sheba.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/sahara7.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/pyramid.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/pharaoh.jpg | "
"Westminster","True luxury for the corridors of power, Westminster takes commercial carpeting to new heights of comfort and sophistication. This elegant cut-pile carpet offers plush softness underfoot and provides superior sound-absorption properties.SilverCare™ is a long-lasting protection system, with a base of non-toxic, hypoallergenic silver ions.","carpets","Belgotex","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/westminster-installation-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/zimmer9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/umbria3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/stucco1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/shore-line6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/sand-blast3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/greyville.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/iron-stone5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/isobar.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/peat2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/potico.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/pumice.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/black-city6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/cararra.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/coal-city1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/country-mushroom2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/fennel.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/gannet.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/birch-city4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/aluminium.jpg | "
"Advanced","Advanced laminate floor is the perfect balance of quality and affordability. It is an economic rugged floor with proven 1 strip decor. Its synchronized, embossed grain and the matt surface shimmer give it an authentic structure and creates a warm, natural atmosphere. the four sided V-Groove contributes to the typical floorboard look and if you want, your ADVANCED floor can move around with you. It can be easily removed and re-installed somewhere else – even in small used commercial areas. Tried and tested ADVANCED delivers confidence.","laminates","Kronotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3902-SUMMER-OAK-BEIGE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4175-CENTURY-OAK-GREY-V4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3901-SUMMER-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3531-MILLENNIUM-OAK-BROWN-V4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3201-TREND-OAK-WHITE-V4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3125-TREND-OAK-NATURE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3126-TREND-OAK-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3128-TREND-OAK-BROWN.jpg | "
"Authentik AC4","Authentik AC4/32 V-groove range is perfectly suited for domestic and moderate commercial applications. Sophisticated and most advanced embossed surface, reflecting the true and deep texture of wood, with mat and shiny effects to give the feeling of natural wood.","laminates","Traviata","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Authentik-AC4-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/cliff-pine.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/sierra-nevada-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/virginia-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/south-dakota-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/sierra-negra.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/sierra-morena-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/peak-light-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/oak-white.jpg | "
"Basic","Quality can be affordable. Despite being only 6mm thick the proven German quality of the Kronotex HDF core board and the world renowned AC3 wear layer delivers exceptional performance and moisture resistance. Ideal for rooms and offices with limited use.","laminates","Kronotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D742-SUTTER-OAK-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3201-TREND-OAK-WHITE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3126-TREND-OAK-GREY-1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3125-TREND-OAK-NATURE-1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D742-SUTTER-OAK.jpg | "
"Black Forest","XXXL Black forest laminate range, the longest , widest and quietest laminate available in South Africa. This Commercial grade laminate comes in a wide 239mm and long 2200mm plank, enhancing the pattern of the laminate making it look more natural. The quieter 12mm plank offers greater stability and sound absorption making this ideal choice for office and home. ","laminates","Finfloor","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/B1Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/WoodlandOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/White-Elder.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Volcanic-Ash.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Stone-House.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Silver-Elm.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Oakwood-Manor.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/BrownStone.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Grey-Frost.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Maplewood-Mist.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/NordicGrey.jpg | "
"Bohemian Classic","A new trend in interior decor.. recycled barn wood. The Bohemian Classic range is based on a current trend in interior decor where recycled barnwood is being repurposed for facades, furniture and floors. The distinctiveness of each piece is what makes these new items special; each one is unique. With our Bohemian Classic range this special type of wood has been matchlessly recreated using original found pieces from Pennsylvania, USA. Combined with tactile synchronous pores, the decor’s radiant authenticity embodies pure vibrancy and joie de vivre. You will find a number of different colours in each pack. It is recommended to lay out all of the floorboards before installation and sort them to ensure a varied, natural-looking floor pattern. You’ll be AMAZED by the results!!","laminates","Global Stream","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/installation65.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/weathered-barnwood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/mountain-hut-pine.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/heritage-barnwood.jpg | "
"Cavalier","Perfect for those seeking something new and adventurous… the natural, rugged look of the Cavalier range is assured to impress your friends and family alike!  With hues varying from light to dark your vision of an impeccably-floored home can now come true!","laminates","Constantia","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/install7.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_RoyalOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_LightOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_HoneyOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_GreyBark.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_CoffeeTree.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_AthensOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_AfricanWalnut.jpg | "
"Domestic Elegance","Pergo – Domestic Elegance laminate flooring is specially designed for quicker and easier installation. Each piece simply locks directly into place, giving the same stunning aesthetic qualities as a traditional installation, but faster and without the need for adhesive. Thanks to our revolutionary Perfect Fold – 3D click system, as well as low maintenance and effortless cleaning for lasting beauty, now its possible to have a solid installation through an enhanced locking system. Pergo – Domestic laminate flooring is certified good environmental choice made from renewable resources.","laminates","Van Dyck","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Whitened-Oak-Plank.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Oak-Plank.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Light-Canyon.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/French-Oak-Plank.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Flemish-Oak-Plank.jpg | "
"Domestik AC3","Domestik is ideal for those who want a floor that is resistant to everyday knocks and spills, but don’t want to compromise on style.","laminates","Traviata","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Domestik-AC3-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/wengue.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/vignola-chery.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/taupe-hickory.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/sesame-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/natural-walnut.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/liguria-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/florencia-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/abruzzo-maple.jpg | "
"Dynamic","DYNAMIC! A floor with which you can express your entire individuality. It can be used anywhere, is extremely resilient and above all else, offers a unique variety of patterns and hues. All this makes DYNAMIC the perfect floor for your ideas. Develop your full potential and live your life as you want to live it. And if you want, your DYNAMIC floor can move around with you. It can be easily removed and reinstalled somewhere else – even in medium used commercial areas.","laminates","Kronotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3007-STOCKHOLM-ASH-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3585-BLOCK-WOOD.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3066-CLOUD-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3007-STOCKHOLM-ASH.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D2450-CUTTER-OAK.jpg | "
"Dynamic Plus","Floors have never before been this evocative and lively. DYNAMIC PLUS sparkles with extra dose of passion and esprit. This lines fresh, versatile decors will surprise and inspire you at the same time. DYNAMIC PLUS allows you to fully express your individuality while letting your creative run wild. Its astonishing versatility and strength make it the ideal all-rounder, also suitable for floors with heavy foot traffic. Without sacrificing either superb aesthetics or walking comfort.","laminates","Kronotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4755-CASTLE-OAK-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4781-BARROW-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4755-CASTLE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4155-LUXURY-OAK-SILVER.jpg | "
"Euro","Euro Laminate made in Germany by EGGER.This product is a market leader and offers excellent value for money. Inspired by nature, Euro Laminate is the perfect floor with the latest wood design to create a perfect setting.The latest European trends and décors bring functionality and aesthetics together in the design of interior spaces.","laminates","Azura","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Euro-Laminate-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/VINTAGE-WHITE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/URBAN-CLAY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/ROYAL-CHERRY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/OAK-ROYAL.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/NATURAL-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/GREY-OILED-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/AFRICAN-WENGE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/ALMOND-CHESTNUT.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/BEECH.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/COUNTRY-OAK.jpg | "
"Euro Vision","Laminate flooring not only has an attractive appearance – the surfaces are also finished with a high-quality coating making it particularly easy to care for. A damp wipe or vacuuming is all it takes to keep laminate flooring clean and hygienic.EGGER laminate flooring is a floor covering for indoor use containing over 90% of the raw material wood. Due to the high proportion of wood material, the product is subject to natural changes in dimensions (shrinking and expanding) when climate conditions change. It is constructed using several components, which are permanently fused together using pressure and temperature (exception: DPR technology). The individual components are: wear layer, decorative paper, coreboard and balancer.Euro Vision is ideal for heavy domestic use & medium commercial use.","laminates","Azura","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Euro-Vision-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/BIANCO.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/AUTUMN-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/WASHED-WOOD.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SILVER-ASH.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/MOUNTAIN-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/ICE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/BLACK-ASH.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/COTTON-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/DARK-OAK.jpg | "
"Evolution","The Evolution range provides a new level of realism. The mat surface, with authentic embossed glossy pore, faithfully reproduces the most exquisite features of premium quality timber to give your floor a natural look and feel.","laminates","Constantia","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/installation-image9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/warehouse-oak6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/monastery-oak2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/loft-oak9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/havana-oak8.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/aspen-oak5.jpg | "
