name,description,category1,brand,price,images
"Rococo Wide Plank","Contemporary interiors made easy with Rococo Wide Plank","luxury-vinyl-tiles","Van Dyck","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/08/Rococo-Wide-Plank.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/08/Shifting-Sand-PEA05411.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/08/Mercury-Cloud-PEA10124.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/08/Golden-Sand-PEA05415.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/08/Fallen-Chestnut-PEA05491.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/08/Crushed-Pepper-PEA05407.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/08/Champagne-Shadow-PEA11017.jpg | "
"Series 200","The ultimate in economy and efficiency.Sweep or mop the floor occasionally to keep clean. Add the relatively economical cost to install and you have one of the best flooring solutions around.Usage is ideal for business building, malls, hospitals, factories, school, gymnasiums, supermarkets and office space.","luxury-vinyl-tiles","Azura","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Installation-1.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/WHITE-WILLOW.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/FOSSIL.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CRYSTAL-PINE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CRAFTED-PINE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CHOCOLATE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/ASH-LIGHT.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CARAMEL.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CEDARBERG.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CHATEAU-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CHATEAU-OAK.jpg | "
"Series 250","For a long lasting solution, the answer to commercial applications where style, aesthetics, quietness, ease of maintenance and cost-effective solutions are found in the series 250.Usage is ideal for business building, malls, hospitals, factories, school, gymnasiums, supermarkets and office space.","luxury-vinyl-tiles","Azura","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Series-250-Installtion.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/BOATHOUSE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SATIN-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/RECLAIMED-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/PATERNOSTER.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/HISTORY-PINE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CHOCOLATE-OAK-1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/EUCALYPTUS.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/FROZEN-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/GREY-OAK.jpg | "
"Series 400","Choose a floor that reflects your style.Available in trendy and modern designs adding value and class to any interior.Usage is ideal for business building, malls, hospitals, factories, school, gymnasiums, supermarkets and office space.","luxury-vinyl-tiles","Azura","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Series-400-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SOFT-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SILVER-FIR.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/PLATINUM-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/HEARTWOOD.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/COUNTRY-PINE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/ANTIQUE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CARAMEL-1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/CARBONISED-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/COASTAL-OAK.jpg | "
"Series 500","The Series 500 is an incredibly realistic-looking floor that is aimed at low maintenance.Designed to look like real wood, LVT does not only look like the real thing but feels like it to thanks to the IRE (In registered embossing texture) available in the Series 500.The Series 500 is ideal for corporate buildings, malls, hospitals, factories, schools, gymnasiums, supermarkets and office space or areas.","luxury-vinyl-tiles","Azura","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Series-500-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SEASHELL.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SEA-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/PALISANDER.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/HISTORY-WOOD.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/FUMED-WOOD.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SNOWLAKE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/DESERT-STORM.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/FRECKLED-GREY.jpg | "
"Symphony EVP","Symphony EVP (Engineered vinyl planks) is emerging as one of the most popular flooring categories today. With EVP flooring gaining so much popularity, many people are asking what it is, and why it is so popular.So, what is EVP?
EVP is a considered a composite material, that is 100% waterproof, rigid and stable. EVP products are commonly referred to as engineered vinyl plank, luxury vinyl flooring or waterproof vinyl.The glue-less locking system makes installation easy. The engineered core is made from virgin material to ensure the quality of the final product – stable and hazard free Symphony EVP flooring is formaldehyde free and contributes to improved indoor air quality. Symphony Engineered Vinyl plank flooring leaves a lower carbon footprint; requires less maintenance and is more recyclable.","luxury-vinyl-tiles","Finfloor","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Symphony-Install.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Tunami.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Sonoran.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Sinai.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Mojave.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/08/Colorado.jpg | "
"Trio-Loc","TRIO-Loc vinyl flooring are extremely water resistant and can be used throughout the home, even in rooms previously out of bounds to wooden flooring. Now you can incorporate the beautiful natural grain of wood in bathrooms and laundry rooms without the risk of damaging the wood. Working on a free floating floor with a licensed Unilin Click system, the easy installation requires little or no preparation to the sub-floor and can be installed on almost any hard level surface.","luxury-vinyl-tiles","Finfloor","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Trio-Loc-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/trioloc_pampas.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/trioloc_namib.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/trioloc_karoo.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/trioloc_kalahari.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/trioloc_gobi.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/trioloc_arctic.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/trioloc_antarctic.jpg | "
"Vitality","The beautiful, rich colouring of Vitality is one of the best LVT ranges with its easy maintenance and anti-bacterial properties.  Also with Vitality being slip and scratch resistant, water resistant as well as sound proof, this is a definite winner!","luxury-vinyl-tiles","Constantia","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Vitality-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/sand-stone.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/sacro-cherry.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/oaked-grey.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/oak-merlot.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/mountain-grey.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/african-oak.png | "
"Windermere Collection","The Como Windermere Collection has an Embossed-In-Register surface (with the pressed surface being synchronized with the design) as well as a 4 sided bevel edge to create a more authentic looking wood floor.","luxury-vinyl-tiles","Global Stream","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/Install.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/SUNSET-833.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/SKYFALL-832.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/RICHMOND-830.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/PORTICO-834.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/CEDAR-836.jpg | "
"Crystal","CRYSTAL is sustainable, durable, functional and versatile, which makes it the perfect collection for professionals. Made from polyvinyl chloride, with a foam backing on a glass fibre mat support, it is the ideal solution for use in healthcare, retail, offices, hospitality, leisure and many more heavy commercial areas. The waterproof qualities of this range ensure that cleaning up is a breeze, and the antibacterial top coat provides protection against the germs.","vinyl-sheeting","Belgotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Crystal-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/evita-160s.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/evita-979d.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/evita-960m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/evita-666d.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/evita-646m.jpg | "
"Hartford","HARTFORD is purpose-adapted to applications required to provide indentation resistance and good sound insulation. Made from polyvinyl chloride, with a foam backing on a glass fibre mat support, this range is sustainable, durable, functional and versatile. HARTFORD is well suited to any heavy commercial environment, such as healthcare, retail and hospitality. The waterproof qualities of this range ensure that cleaning up is a breeze, and the antibacterial top coat provides protection against the germs.","vinyl-sheeting","Belgotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Hartford-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/white-oak-694d.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/line-oak-663l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/golden-oak-01l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/chalet-oak-969m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/chalet-oak-363m.jpg | "
"Toledo","The raw beauty, natural appeal and unique nuances of the oak tree have inspired a remarkable range of cushion vinyl flooring from Belgotex Flooring, called Toledo. This innovative vinyl product is the perfect choice for a contemporary setting. Offering a smooth, fashionable surface, Toledo is durable, water-resistant, and a convenient, practical flooring solution for kitchens, bathrooms, living rooms. Because cushion vinyl is scratch-resistant and slip-proof too, it’s perfect for young families with children – and for grandparents too! And because one of its best features is the comfortable soft feel that it gives underfoot, cushion vinyl has the added benefits of comfort and luxury that you cannot get from any other floor tile.Toledo is available in an extensive range of stylish colours and finishes, based on a variety of Oak timbers, which give this quality product an even more realistic wood look and feel, and will transform your home into an enchanting modern setting.","vinyl-sheeting","Belgotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Toledo-Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-texas-oak-966d.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-texas-oak-636m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-texas-oak-622l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-stock-oak-666m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-fumed-oak-266l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-forest-oak-299l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-barn-pine-694m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-chalet-oak-06m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-chalet-oak-66l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-chalet-oak-939m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-chalet-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/toledo-columbian-oak-09s.jpg | "
"Trip Tech Wood","Belgotex Floors brings South Africa yet another first… a 3m wide cushion vinyl range, to reduce wastage during installation. TRIPTECH WOOD with its resilient foam backing ensures top-flight appearance retention and a bounce back feel. Sophisticated and elegant designs with strong performance, now that is POWER. You will have no worries about scuffing and staining thanks to its protective PU topcoat. That means a floor that retains its fresh new look far longer.","vinyl-sheeting","Belgotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Trip-Tech-Wood-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ron-669m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ron-019l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/pure-oak-131s.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/lime-oak-609m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/lime-oak-160l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/cracked-oak-176l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/cracked-oak-196l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/cracked-oak-690m.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/golden-oak-169l.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/golden-oak-690l.jpg | "
"Versatile","VersaTile is a semi-flexible vinyl tile supplied in a 2.00mm and 2.5mm thickness and 300mm x 300mm in size, with a PU layer and manufactured to specifications EN654. The material is suitable for heavy commercial applications and must be fully bonded and installed as per the SANS 10070 code of practice for the installation of resilient thermoplastic and similar flexible floor covering materials, in conjunction with the Belgotex/Gerflor installation recommendations.","vinyl-sheeting","Belgotex","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0688_Brown.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0686_Camel.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0682_Sandal.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0676_Ocean_Blue.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0657_Rosemary.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0642_Cream.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0628_Signal_Red.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0603_Bright_White.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0610_White.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0612_Stormy_Grey.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0615_Pewter.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/VersaTile-0619_Black.jpg | "
"Damask","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Damask-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/dam-68.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/dam-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/dam-41.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/dam-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/dam-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/dam-1.jpg | "
"Feature Walls","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Feature-Walls-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-8.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-7.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-10.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/fea-4.jpg | "
"Florals","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Florals-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/flo-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/flo-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/flo-4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/flo-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/flo-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/flo-1.jpg | "
"Kiddies","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Kiddies-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/kid-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/kid-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/kid-4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/kid-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/kid-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/kid-1.jpg | "
"Opticals","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/opticals-lifestyle.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/opt-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/opt-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/opt-4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/opt-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/opt-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/opt-1.jpg | "
"Retro","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Retro-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ret-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ret-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ret-4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ret-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ret-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ret-1.jpg | "
"Romantics","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Romantic-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/rom-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/rom-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/rom-4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/rom-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/rom-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/rom-1.jpg | "
"Teens","Made from 100% recycled content, these 50 x 50 cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Teens-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/tee-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/tee-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/tee-4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/tee-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/tee-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/tee-1.jpg | "
"Typography","Made from 100% recycled content, these 50 x 50cm carpet tiles can be used as accents on the wall or ceiling; and offers unlimited design flexibility. They are easy to install, clean and maintain; and they also come with an added benefit of improving indoor air quality and acoustics.","wall-expressions","Van Dyck","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Typography-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/typ-6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/typ-5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/typ-4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/typ-3.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/typ-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/typ-1.jpg | "
"Colour Grass","Busy, stressed homeowners are opting for the instant, evergreen convenience of DuraTurf artificial grass from Belgotex Floors. Perfect for landscaped lawns, terraces or to green over dull boring patches where real grass just won’t grow – think courtyards or balconies, pavers or gardens, under the swings or jungle gym – DuraTurf is a fabulous foundation that blurs the lines between indoors and out. The new COLORGRASS range in six bright colours including blue, green, red, brown, turquoise and grey, is ideal to transform playgrounds or playrooms with a safe, synthetic surface that’s suitable for children and pets.","artificial-grass","DuraTurf","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/color-grass_yellow.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/color-grass_white.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/color-grass_red.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/color-grass_orange.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/color-grass_blue.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/color-grass_black.jpg | "
"Country Club: Fairway Green","DURATURF provides endless creative landscaping solutions for the home and commercial environment. It is ideal for creating low-maintenance lawn effects in deep-shade areas, around pools, water features and pavers adding colour and underfoot softness to cement-screened areas. Constructed out of durable, tufted yarns, DURATURF is available in a range of pile heights, and is suitable for multiple applications.","artificial-grass","DuraTurf","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/country-club-profile-fairway-green.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/country-club-fairway-green.jpg | "
"DIY Turf: Spring Green","DURATURF provides endless creative landscaping solutions for the home and commercial environment. It is ideal for creating low-maintenance lawn effects in deep-shade areas, around pools, water features and pavers adding colour and underfoot softness to cement-screened areas. Constructed out of durable, tufted yarns, DURATURF is available in a range of pile heights, and is suitable for multiple applications.","artificial-grass","DuraTurf","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/diy-turf-spring-green-profile.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/diy-turf-spring-green.jpg | "
"Golf Green","DURATURF provides endless creative landscaping solutions for the home and commercial environment. It is ideal for creating low-maintenance lawn effects in deep-shade areas, around pools, water features and pavers adding colour and underfoot softness to cement-screened areas. Constructed out of durable, tufted yarns, DURATURF is available in a range of pile heights, and is suitable for multiple applications.","artificial-grass","DuraTurf","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/golfgreen.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/birdie.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/eagle.png | "
"Kensington","Van Dyck’s budget high quality Easi – Kensington range is a favourite for larger areas where a crisp but natural look is required.","artificial-grass","Easi Grass","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ken1.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/kensignton.jpg | "
"Knightsbridge","Feels soft under paws and is a favourite with the pets.","artificial-grass","Easi Grass","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/install16.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/knightbridge.jpg | "
"Lawn Plus: Gem","DURATURF provides endless creative landscaping solutions for the home and commercial environment. It is ideal for creating low-maintenance lawn effects in deep-shade areas, around pools, water features and pavers adding colour and underfoot softness to cement-screened areas. Constructed out of durable, tufted yarns, DURATURF is available in a range of pile heights, and is suitable for multiple applications.","artificial-grass","DuraTurf","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/lawn-plus-profile-gem.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/lawn-plus-gem.jpg | "
